Id,ActivityDay,Calories,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,SedentaryActiveDistance,LightActiveDistance,ModeratelyActiveDistance,VeryActiveDistance,StepTotal
4319703577,30/04/2016,2092,695,196,38,6,0,4,2,0,8221
4319703577,01/05/2016,1593,836,67,0,0,0,1,0,0,1251
4319703577,02/05/2016,2270,585,344,11,0,0,6,0,0,9261
4319703577,03/05/2016,2235,669,287,26,8,0,5,1,1,9648
4319703577,04/05/2016,2282,1106,313,13,8,0,6,1,1,10429
4319703577,05/05/2016,2530,957,328,34,27,0,5,1,3,13658
4319703577,06/05/2016,2266,692,314,11,6,0,5,0,0,9524
4319703577,07/05/2016,2158,586,279,28,3,0,4,1,0,7937
4319703577,08/05/2016,1792,603,153,0,0,0,2,0,0,3672
4319703577,09/05/2016,2345,490,374,14,2,0,6,1,0,10378
4319703577,10/05/2016,2260,555,329,12,3,0,6,0,0,9487
4319703577,11/05/2016,2232,574,311,18,3,0,5,1,0,9129
4319703577,12/05/2016,257,0,2,0,0,0,0,0,0,17
4388161847,12/04/2016,2955,1440,0,0,0,0,0,0,0,10122
4388161847,13/04/2016,3092,1275,150,14,1,0,4,1,0,10993
4388161847,14/04/2016,2998,945,219,35,10,0,6,1,0,8863
4388161847,15/04/2016,3066,837,299,0,0,0,7,0,0,8758
4388161847,16/04/2016,3073,609,253,9,6,0,4,0,0,6580
4388161847,17/04/2016,2572,721,201,0,0,0,4,0,0,4660
4388161847,18/04/2016,3274,1017,239,8,27,0,5,0,4,11009
4388161847,19/04/2016,3015,704,249,16,20,0,6,1,1,10181
4388161847,20/04/2016,3083,696,228,42,19,0,5,2,1,10553
4388161847,21/04/2016,3069,853,272,12,7,0,7,0,0,10055
4388161847,22/04/2016,3544,945,220,25,77,0,5,1,3,12139
4388161847,23/04/2016,3306,749,215,5,58,0,5,0,5,13236
4388161847,24/04/2016,2885,584,239,8,14,0,6,1,1,10243
4388161847,25/04/2016,3288,1054,301,31,11,0,8,1,1,12961
4388161847,26/04/2016,2929,673,224,23,14,0,5,1,1,9461
4388161847,27/04/2016,3074,684,241,48,11,0,5,3,1,11193
4388161847,28/04/2016,2969,878,234,9,19,0,6,0,1,10074
4388161847,29/04/2016,2979,1175,236,16,13,0,5,1,1,9232
4388161847,30/04/2016,3283,537,300,43,14,0,7,2,1,12533
4388161847,01/05/2016,2926,579,241,15,12,0,6,1,1,10255
4388161847,02/05/2016,3147,935,204,4,33,0,5,0,4,10096
4388161847,03/05/2016,3290,984,306,18,18,0,8,1,1,12727
4388161847,04/05/2016,3162,632,251,21,35,0,6,1,3,12375
4388161847,05/05/2016,2899,896,199,39,12,0,5,2,1,9603
4388161847,06/05/2016,3425,1100,262,45,33,0,6,2,2,13175
4388161847,07/05/2016,4022,508,260,56,120,0,5,3,9,22770
4388161847,08/05/2016,3934,576,178,38,107,0,3,1,10,17298
4388161847,09/05/2016,3013,1020,258,19,6,0,7,1,0,10218
4388161847,10/05/2016,3061,648,267,14,13,0,6,1,1,10299
4388161847,11/05/2016,2954,858,256,18,8,0,7,1,1,10201
4388161847,12/05/2016,1623,825,108,0,0,0,3,0,0,3369
4445114986,12/04/2016,2113,787,196,0,0,0,2,0,0,3276
4445114986,13/04/2016,2095,840,194,0,0,0,2,0,0,2961
4445114986,14/04/2016,2194,717,231,0,0,0,3,0,0,3974
4445114986,15/04/2016,2496,711,350,0,0,0,5,0,0,7198
4445114986,16/04/2016,2180,716,225,0,0,0,3,0,0,3945
4445114986,17/04/2016,1933,1219,114,0,0,0,2,0,0,2268
4445114986,18/04/2016,2248,1247,162,6,25,0,2,0,2,6155
4445114986,19/04/2016,1954,895,121,0,0,0,1,0,0,2064
4445114986,20/04/2016,1974,841,137,0,0,0,1,0,0,2072
4445114986,21/04/2016,2150,756,215,0,0,0,3,0,0,3809
4445114986,22/04/2016,2432,706,317,0,0,0,5,0,0,6831
4445114986,23/04/2016,2149,1239,201,0,0,0,3,0,0,4363
4445114986,24/04/2016,2247,1196,244,0,0,0,3,0,0,5002
4445114986,25/04/2016,2070,916,179,0,0,0,2,0,0,3385
4445114986,26/04/2016,2291,839,180,1,29,0,2,0,2,6326
4445114986,27/04/2016,2361,839,194,1,32,0,2,0,3,7243
4445114986,28/04/2016,2203,762,236,0,0,0,3,0,0,4493
4445114986,29/04/2016,2196,1106,226,0,0,0,3,0,0,4676
4445114986,30/04/2016,2363,797,290,0,0,0,4,0,0,6222
4445114986,01/05/2016,2246,741,240,0,0,0,4,0,0,5232
4445114986,02/05/2016,2336,667,200,4,27,0,2,0,2,6910
4445114986,03/05/2016,2421,725,233,2,30,0,3,0,2,7502
4445114986,04/05/2016,2070,897,180,0,0,0,2,0,0,2923
4445114986,05/05/2016,2120,734,185,6,2,0,2,0,0,3800
4445114986,06/05/2016,2211,809,229,0,0,0,3,0,0,4514
4445114986,07/05/2016,2123,866,108,4,26,0,1,0,2,5183
4445114986,08/05/2016,2423,733,308,8,0,0,5,0,0,7303
4445114986,09/05/2016,2281,641,266,0,0,0,4,0,0,5275
4445114986,10/05/2016,2181,783,231,0,0,0,3,0,0,3915
4445114986,11/05/2016,2499,622,232,22,34,0,3,1,2,9105
4445114986,12/05/2016,1212,380,58,0,0,0,1,0,0,768
4558609924,12/04/2016,1909,1122,318,0,0,0,3,0,0,5135
4558609924,13/04/2016,1722,1287,127,7,19,0,2,0,1,4978
4558609924,14/04/2016,1922,1161,279,0,0,0,4,0,0,6799
4558609924,15/04/2016,2121,1131,262,30,17,0,4,1,1,7795
4558609924,16/04/2016,1997,1112,308,12,8,0,4,1,1,7289
4558609924,17/04/2016,2117,1110,304,19,7,0,5,1,1,9634
4558609924,18/04/2016,2116,1080,331,15,14,0,4,1,1,8940
4558609924,19/04/2016,1876,1182,248,9,1,0,3,0,0,5401
4558609924,20/04/2016,1788,1218,222,0,0,0,3,0,0,4803
4558609924,21/04/2016,2486,844,432,21,6,0,8,1,0,13743
4558609924,22/04/2016,2094,1122,273,25,20,0,3,2,1,9601
4558609924,23/04/2016,2085,1122,308,5,5,0,4,0,0,6890
4558609924,24/04/2016,2173,1045,395,0,0,0,6,0,0,8563
4558609924,25/04/2016,2225,993,340,10,18,0,5,0,1,8095
4558609924,26/04/2016,2223,1062,283,41,12,0,4,2,0,9148
4558609924,27/04/2016,2098,1087,312,14,27,0,3,1,2,9557
4558609924,28/04/2016,2185,985,367,11,1,0,6,0,0,9451
4558609924,29/04/2016,1918,1096,197,29,15,0,2,2,1,7833
4558609924,30/04/2016,2105,1111,293,29,7,0,4,2,0,10319
4558609924,01/05/2016,1692,1121,190,0,0,0,2,0,0,3428
4558609924,02/05/2016,2066,1057,383,0,0,0,5,0,0,7891
4558609924,03/05/2016,1953,1172,237,10,21,0,3,0,1,5267
4558609924,04/05/2016,1842,1188,252,0,0,0,3,0,0,5232
4558609924,05/05/2016,2262,1048,370,8,14,0,6,1,1,10611
4558609924,06/05/2016,1722,1238,202,0,0,0,2,0,0,3755
4558609924,07/05/2016,1973,1116,233,16,23,0,3,1,2,8237
4558609924,08/05/2016,2666,1019,238,35,66,0,2,1,2,6543
4558609924,09/05/2016,2223,1065,339,30,6,0,6,2,0,11451
4558609924,10/05/2016,1889,1191,220,18,11,0,2,1,1,6435
4558609924,11/05/2016,2131,1081,324,31,4,0,4,2,0,9108
4558609924,12/05/2016,1452,736,247,0,0,0,4,0,0,6307
4702921684,12/04/2016,2947,718,263,0,0,0,6,0,0,7213
4702921684,13/04/2016,2898,777,258,0,0,0,6,0,0,6877
4702921684,14/04/2016,2984,772,271,0,0,0,6,0,0,7860
4702921684,15/04/2016,2896,944,256,8,1,0,5,0,0,6506
4702921684,16/04/2016,3328,556,335,24,3,0,8,1,0,11140
4702921684,17/04/2016,3394,437,302,66,12,0,6,3,1,12692
4702921684,18/04/2016,3013,890,191,30,22,0,4,1,2,9105
4702921684,19/04/2016,2812,757,179,8,10,0,4,0,1,6708
4702921684,20/04/2016,3061,717,260,29,2,0,6,1,0,8793
4702921684,21/04/2016,2729,901,144,41,4,0,3,2,0,6530
4702921684,22/04/2016,2241,1341,72,0,0,0,1,0,0,1664
4702921684,23/04/2016,3691,469,408,66,9,0,8,3,1,15126
4702921684,24/04/2016,3538,542,281,95,15,0,6,5,1,15050
4702921684,25/04/2016,3064,730,270,15,6,0,6,1,0,9167
4702921684,26/04/2016,2784,765,216,8,1,0,5,0,0,6108
4702921684,27/04/2016,2908,733,238,16,1,0,5,1,0,7047
4702921684,28/04/2016,3033,738,232,9,14,0,6,0,1,9023
4702921684,29/04/2016,3165,692,267,19,12,0,6,1,1,9930
4702921684,30/04/2016,3115,728,263,36,4,0,6,2,0,10144
4702921684,01/05/2016,2017,1440,0,0,0,0,0,0,0,0
4702921684,02/05/2016,2859,1131,195,40,5,0,4,2,0,7245
4702921684,03/05/2016,3145,729,313,0,0,0,8,0,0,9454
4702921684,04/05/2016,3004,757,251,15,4,0,6,1,0,8161
4702921684,05/05/2016,3006,745,241,5,8,0,6,0,1,8614
4702921684,06/05/2016,2859,682,207,16,1,0,5,1,0,6943
4702921684,07/05/2016,3683,577,439,46,5,0,9,2,0,14370
4702921684,08/05/2016,3287,1019,192,125,9,0,4,6,1,12857
4702921684,09/05/2016,2990,746,253,12,0,0,6,1,0,8232
4702921684,10/05/2016,3172,701,262,37,1,0,7,2,0,10613
4702921684,11/05/2016,3069,784,235,41,10,0,5,2,1,9810
4702921684,12/05/2016,1240,241,68,0,0,0,2,0,0,2752
5553957443,12/04/2016,2026,767,277,13,19,0,5,1,1,11596
5553957443,13/04/2016,1718,647,226,0,0,0,3,0,0,4832
5553957443,14/04/2016,2324,693,256,41,61,0,5,2,4,17022
5553957443,15/04/2016,2254,689,239,38,58,0,5,2,4,16556
5553957443,16/04/2016,1831,521,288,0,0,0,4,0,0,5771
5553957443,17/04/2016,1397,943,46,0,0,0,0,0,0,655
5553957443,18/04/2016,1683,622,206,0,0,0,2,0,0,3727
5553957443,19/04/2016,2284,756,249,28,69,0,4,2,4,15482
5553957443,20/04/2016,1570,598,148,0,0,0,2,0,0,2713
5553957443,21/04/2016,2066,801,177,42,47,0,3,2,3,12346
5553957443,22/04/2016,2105,781,270,16,25,0,6,1,1,11682
5553957443,23/04/2016,1776,443,272,0,0,0,3,0,0,4112
5553957443,24/04/2016,1507,582,104,0,0,0,1,0,0,1807
5553957443,25/04/2016,2033,732,201,11,51,0,4,1,3,10946
5553957443,26/04/2016,2093,750,238,18,40,0,4,1,2,11886
5553957443,27/04/2016,1922,745,206,16,16,0,5,1,1,10538
5553957443,28/04/2016,1999,727,165,13,49,0,3,1,4,11393
5553957443,29/04/2016,2169,709,270,15,46,0,5,1,3,12764
5553957443,30/04/2016,1463,506,84,0,0,0,1,0,0,1202
5553957443,01/05/2016,1747,436,237,0,0,0,3,0,0,5164
5553957443,02/05/2016,1996,724,227,9,23,0,5,0,1,9769
5553957443,03/05/2016,2116,812,247,29,26,0,6,1,2,12848
5553957443,04/05/2016,1698,651,224,0,0,0,3,0,0,4249
5553957443,05/05/2016,2156,692,241,29,44,0,4,2,3,14331
5553957443,06/05/2016,1916,761,229,9,21,0,4,1,2,9632
5553957443,07/05/2016,1494,902,96,0,0,0,1,0,0,1868
5553957443,08/05/2016,1762,505,210,8,3,0,3,0,0,6083
5553957443,09/05/2016,2272,667,251,22,59,0,5,1,2,11611
5553957443,10/05/2016,2335,707,265,40,61,0,5,2,4,16358
5553957443,11/05/2016,1693,628,195,0,0,0,3,0,0,4926
5553957443,12/05/2016,741,222,48,6,8,0,1,0,1,3121
5577150313,12/04/2016,3405,728,140,16,86,0,2,0,4,8135
5577150313,13/04/2016,2551,776,144,11,15,0,3,0,0,5077
5577150313,14/04/2016,4022,662,176,30,118,0,3,0,3,8596
5577150313,15/04/2016,4005,695,199,54,115,0,4,2,4,12087
5577150313,16/04/2016,4274,472,158,56,184,0,3,1,7,14269
5577150313,17/04/2016,4552,525,159,37,200,0,2,1,6,12231
5577150313,18/04/2016,3625,623,130,32,114,0,2,1,5,9893
5577150313,19/04/2016,3501,733,111,23,108,0,2,1,7,12574
5577150313,20/04/2016,3192,773,113,16,87,0,2,0,4,8330
5577150313,21/04/2016,4018,670,175,74,110,0,3,2,4,10830
5577150313,22/04/2016,3329,823,200,30,62,0,3,1,2,9172
5577150313,23/04/2016,3152,627,223,24,24,0,4,0,1,7638
5577150313,24/04/2016,4392,425,141,65,210,0,2,2,8,15764
5577150313,25/04/2016,3374,743,214,38,61,0,3,1,1,6393
5577150313,26/04/2016,3088,759,181,32,38,0,2,1,1,5325
5577150313,27/04/2016,3294,773,190,16,63,0,3,0,2,6805
5577150313,28/04/2016,3580,692,141,51,99,0,3,1,3,9841
5577150313,29/04/2016,3544,739,165,36,97,0,2,1,3,7924
5577150313,30/04/2016,4501,621,163,45,207,0,3,1,6,12363
5577150313,01/05/2016,4546,499,178,72,194,0,3,1,5,13368
5577150313,02/05/2016,3014,732,235,20,37,0,4,0,1,7439
5577150313,03/05/2016,3795,580,212,8,97,0,4,0,5,11045
5577150313,04/05/2016,2755,631,141,9,25,0,2,0,2,5206
5577150313,05/05/2016,3004,1153,143,21,45,0,3,0,3,7550
5577150313,06/05/2016,2643,1304,79,16,41,0,1,0,2,4950
5577150313,07/05/2016,1819,1440,0,0,0,0,0,0,0,0
5577150313,08/05/2016,1819,1440,0,0,0,0,0,0,0,0
5577150313,09/05/2016,2489,1099,70,11,34,0,1,0,1,3421
5577150313,10/05/2016,3841,639,194,37,104,0,3,1,3,8869
5577150313,11/05/2016,1665,257,63,15,45,0,1,0,2,4038
6117666160,12/04/2016,1496,1440,0,0,0,0,0,0,0,0
6117666160,13/04/2016,1496,1440,0,0,0,0,0,0,0,0
6117666160,14/04/2016,1496,1440,0,0,0,0,0,0,0,0
6117666160,15/04/2016,2865,921,513,6,0,0,10,0,0,14019
6117666160,16/04/2016,2828,502,518,15,7,0,9,1,1,14450
6117666160,17/04/2016,2225,702,312,0,0,0,5,0,0,7150
6117666160,18/04/2016,2018,759,241,0,0,0,4,0,0,5153
6117666160,19/04/2016,2606,425,480,0,0,0,8,0,0,11135
6117666160,20/04/2016,2536,587,349,10,26,0,6,0,2,10449
6117666160,21/04/2016,4900,579,294,19,11,0,6,0,1,19542
6117666160,22/04/2016,2409,413,402,0,0,0,6,0,0,8206
6117666160,23/04/2016,2651,468,512,0,0,0,9,0,0,11495
6117666160,24/04/2016,2305,711,362,0,0,0,6,0,0,7623
6117666160,25/04/2016,1497,1440,0,0,0,0,0,0,0,0
6117666160,26/04/2016,2450,1077,352,7,0,0,7,0,0,9543
6117666160,27/04/2016,2576,417,458,0,0,0,7,0,0,9411
6117666160,28/04/2016,1879,758,141,0,0,0,3,0,0,3403
6117666160,29/04/2016,2560,479,461,0,0,0,7,0,0,9592
6117666160,30/04/2016,2275,1040,343,0,0,0,5,0,0,6987
6117666160,01/05/2016,2361,525,397,0,0,0,7,0,0,8915
6117666160,02/05/2016,2044,1204,236,0,0,0,4,0,0,4933
6117666160,03/05/2016,1496,1440,0,0,0,0,0,0,0,0
6117666160,04/05/2016,1902,1279,156,0,0,0,2,0,0,2997
6117666160,05/05/2016,2636,479,487,0,0,0,7,0,0,9799
6117666160,06/05/2016,1838,673,133,0,0,0,3,0,0,3365
6117666160,07/05/2016,2469,456,412,0,0,0,6,0,0,7336
6117666160,08/05/2016,2250,517,318,0,0,0,6,0,0,7328
6117666160,09/05/2016,1248,125,197,0,0,0,3,0,0,4477
6290855005,12/04/2016,2560,1241,199,0,0,0,3,0,0,4562
6290855005,13/04/2016,2905,1090,350,0,0,0,5,0,0,7142
6290855005,14/04/2016,2952,1077,363,0,0,0,6,0,0,7671
6290855005,15/04/2016,2896,1112,328,0,0,0,7,0,0,9501
6290855005,16/04/2016,2783,1182,258,0,0,0,6,0,0,8301
6290855005,17/04/2016,3171,1172,225,12,31,0,4,1,1,7851
6290855005,18/04/2016,2766,1169,271,0,0,0,5,0,0,6885
6290855005,19/04/2016,2839,1119,321,0,0,0,5,0,0,7142
6290855005,20/04/2016,2701,1182,258,0,0,0,5,0,0,6361
6290855005,21/04/2016,2060,1440,0,0,0,0,0,0,0,0
6290855005,22/04/2016,2796,1138,302,0,0,0,5,0,0,6238
6290855005,23/04/2016,2664,1407,0,0,33,0,0,0,0,0
6290855005,24/04/2016,2703,1182,258,0,0,0,4,0,0,5896
6290855005,25/04/2016,2771,1180,249,3,8,0,5,0,1,7802
6290855005,26/04/2016,2060,1440,0,0,0,0,0,0,0,0
6290855005,27/04/2016,2743,1153,287,0,0,0,4,0,0,5565
6290855005,28/04/2016,2687,1185,255,0,0,0,4,0,0,5731
6290855005,29/04/2016,2060,1440,0,0,0,0,0,0,0,0
6290855005,30/04/2016,2843,1116,324,0,0,0,5,0,0,6744
6290855005,01/05/2016,3327,1055,282,95,8,0,4,3,1,9837
6290855005,02/05/2016,2725,1172,268,0,0,0,5,0,0,6781
6290855005,03/05/2016,2671,1200,240,0,0,0,5,0,0,6047
6290855005,04/05/2016,2718,1168,272,0,0,0,4,0,0,5832
6290855005,05/05/2016,2682,1201,239,0,0,0,5,0,0,6339
6290855005,06/05/2016,2806,1135,305,0,0,0,5,0,0,6116
6290855005,07/05/2016,2613,1213,227,0,0,0,4,0,0,5510
6290855005,08/05/2016,2712,1189,251,0,0,0,6,0,0,7706
6290855005,09/05/2016,2175,800,264,0,0,0,5,0,0,6277
6290855005,10/05/2016,0,1440,0,0,0,0,0,0,0,0
6775888955,12/04/2016,1841,1440,0,0,0,0,0,0,0,0
6775888955,13/04/2016,2400,1053,85,18,17,0,1,1,1,4053
6775888955,14/04/2016,2507,863,105,24,14,0,2,1,1,5162
6775888955,15/04/2016,2127,976,58,0,0,0,1,0,0,1282
6775888955,16/04/2016,2225,1377,9,18,36,0,0,1,3,4732
6775888955,17/04/2016,2067,1392,19,24,5,0,0,1,0,2497
6775888955,18/04/2016,2798,1233,146,31,30,0,3,1,2,8294
6775888955,19/04/2016,1841,1440,0,0,0,0,0,0,0,0
6775888955,20/04/2016,3727,1079,178,113,70,0,2,2,4,10771
6775888955,21/04/2016,1841,1440,0,0,0,0,0,0,0,0
6775888955,22/04/2016,1922,1420,20,0,0,0,0,0,0,637
6775888955,23/04/2016,1841,1440,0,0,0,0,0,0,0,0
6775888955,24/04/2016,2053,1400,11,18,11,0,0,1,1,2153
6775888955,25/04/2016,2484,1302,92,13,33,0,2,0,2,6474
6775888955,26/04/2016,2584,1321,47,30,42,0,1,1,3,7091
6775888955,27/04/2016,1841,1440,0,0,0,0,0,0,0,0
6775888955,28/04/2016,1993,1410,15,13,2,0,0,0,0,703
6775888955,29/04/2016,1841,1440,0,0,0,0,0,0,0,0
6775888955,30/04/2016,2280,1344,84,9,3,0,1,0,0,2503
6775888955,01/05/2016,2319,1347,50,34,9,0,1,1,0,2487
6775888955,02/05/2016,1841,1440,0,0,0,0,0,0,0,0
6775888955,03/05/2016,1843,1439,1,0,0,0,0,0,0,9
6775888955,04/05/2016,1841,1440,0,0,0,0,0,0,0,0
6775888955,05/05/2016,1841,1440,0,0,0,0,0,0,0,0
6775888955,06/05/2016,2496,1318,75,35,12,0,2,1,0,4697
6775888955,07/05/2016,1032,551,49,5,2,0,1,0,0,1967
6962181067,12/04/2016,1994,796,189,14,50,0,3,1,3,10199
6962181067,13/04/2016,1718,548,142,24,8,0,2,1,1,5652
6962181067,14/04/2016,1466,862,86,0,0,0,1,0,0,1551
6962181067,15/04/2016,1756,837,217,0,0,0,4,0,0,5563
6962181067,16/04/2016,2173,741,280,3,50,0,5,0,4,13217
6962181067,17/04/2016,2027,634,295,13,5,0,6,1,0,10145
6962181067,18/04/2016,2039,689,238,42,13,0,4,2,1,11404
6962181067,19/04/2016,2046,659,195,41,35,0,3,2,2,10742
6962181067,20/04/2016,2174,639,297,4,48,0,5,0,4,13928
6962181067,21/04/2016,2179,708,214,27,53,0,4,2,4,11835
6962181067,22/04/2016,2086,659,240,33,30,0,4,2,2,10725
6962181067,23/04/2016,2571,484,347,41,58,0,7,2,4,20031
6962181067,24/04/2016,1705,720,199,0,0,0,3,0,0,5029
6962181067,25/04/2016,2194,637,282,31,35,0,4,2,3,13239
6962181067,26/04/2016,2012,680,254,7,36,0,4,0,3,10433
6962181067,27/04/2016,2034,697,279,38,7,0,4,2,1,10320
6962181067,28/04/2016,2182,621,288,8,38,0,6,0,3,12627
6962181067,29/04/2016,2254,645,369,15,12,0,6,0,1,10762
6962181067,30/04/2016,2002,731,237,16,32,0,4,1,2,10081
6962181067,01/05/2016,1740,722,215,0,0,0,4,0,0,5454
6962181067,02/05/2016,2162,655,313,39,18,0,5,2,1,12912
6962181067,03/05/2016,2072,654,267,36,21,0,4,2,2,12109
6962181067,04/05/2016,2086,683,284,36,15,0,5,2,0,10147
6962181067,05/05/2016,2066,591,305,22,14,0,5,1,1,10524
6962181067,06/05/2016,1850,717,299,0,0,0,4,0,0,5908
6962181067,07/05/2016,1947,745,328,0,0,0,5,0,0,6815
6962181067,08/05/2016,1659,709,151,14,0,0,2,1,0,4188
6962181067,09/05/2016,2105,607,231,21,43,0,4,1,4,12342
6962181067,10/05/2016,2361,626,275,34,62,0,5,2,3,15448
6962181067,11/05/2016,1855,709,199,7,24,0,3,0,1,6722
6962181067,12/05/2016,928,127,105,8,0,0,2,0,0,3587
7007744171,12/04/2016,2937,1024,355,8,53,0,5,0,5,14172
7007744171,13/04/2016,2742,1101,261,22,56,0,4,1,5,12862
7007744171,14/04/2016,2668,1096,304,6,34,0,5,0,3,11179
7007744171,15/04/2016,2098,1238,202,0,0,0,4,0,0,5273
7007744171,16/04/2016,2076,1155,203,0,0,0,3,0,0,4631
7007744171,17/04/2016,2383,1135,305,0,0,0,5,0,0,8059
7007744171,18/04/2016,2832,1077,284,31,48,0,5,2,4,14816
7007744171,19/04/2016,2812,1066,304,17,53,0,5,1,4,14194
7007744171,20/04/2016,3096,1000,347,33,60,0,6,1,5,15566
7007744171,21/04/2016,2763,1049,327,34,30,0,5,2,2,13744
7007744171,22/04/2016,2889,1065,261,50,64,0,4,2,4,15299
7007744171,23/04/2016,2284,1190,223,25,2,0,4,1,0,8093
7007744171,24/04/2016,2667,1021,419,0,0,0,7,0,0,11085
7007744171,25/04/2016,3055,986,379,24,51,0,8,1,4,18229
7007744171,26/04/2016,2939,978,424,22,16,0,8,1,1,15090
7007744171,27/04/2016,2830,1041,337,12,50,0,5,1,4,13541
7007744171,28/04/2016,2836,1007,401,16,16,0,8,1,1,15128
7007744171,29/04/2016,3180,961,382,42,55,0,8,2,4,20067
7007744171,30/04/2016,2051,1240,200,0,0,0,3,0,0,3761
7007744171,01/05/2016,2225,1142,237,0,0,0,4,0,0,5600
7007744171,02/05/2016,2642,1112,250,14,64,0,4,1,5,13041
7007744171,03/05/2016,2976,1021,330,31,58,0,5,1,4,14510
7007744171,04/05/2016,1557,1440,0,0,0,0,0,0,0,0
7007744171,05/05/2016,2933,1047,317,23,53,0,5,1,4,15010
7007744171,06/05/2016,2553,1136,247,13,44,0,4,1,3,11459
7007744171,07/05/2016,120,111,0,0,0,0,0,0,0,0
7086361926,12/04/2016,2772,745,153,6,59,0,3,0,5,11317
7086361926,13/04/2016,2516,744,155,26,31,0,3,0,1,5813
7086361926,14/04/2016,2734,787,189,32,35,0,4,0,2,9123
7086361926,15/04/2016,2395,864,139,21,30,0,3,1,2,8585
7086361926,16/04/2016,1635,1437,3,0,0,0,0,0,0,31
7086361926,17/04/2016,1629,1440,0,0,0,0,0,0,0,0
7086361926,18/04/2016,2743,1136,114,51,61,0,2,1,3,9827
7086361926,19/04/2016,2944,671,124,69,67,0,3,1,4,10688
7086361926,20/04/2016,2997,797,145,13,87,0,3,0,8,14365
7086361926,21/04/2016,2463,758,206,6,19,0,5,0,1,9469
7086361926,22/04/2016,2846,762,153,59,58,0,3,1,3,9753
7086361926,23/04/2016,1965,1350,90,0,0,0,2,0,0,2817
7086361926,24/04/2016,2049,566,125,0,0,0,2,0,0,3520
7086361926,25/04/2016,2752,706,129,39,69,0,2,1,4,10091
7086361926,26/04/2016,2781,726,132,33,70,0,2,1,4,10387
7086361926,27/04/2016,2693,829,145,6,55,0,3,0,6,11107
7086361926,28/04/2016,2862,810,161,48,54,0,3,2,3,11584
7086361926,29/04/2016,2616,1198,182,36,24,0,4,0,0,7881
7086361926,30/04/2016,2995,584,308,17,42,0,5,1,3,14560
7086361926,01/05/2016,2730,685,258,15,30,0,5,1,2,12390
7086361926,02/05/2016,2754,737,139,26,66,0,3,1,3,10052
7086361926,03/05/2016,2754,761,152,36,57,0,3,1,3,10288
7086361926,04/05/2016,2655,843,135,12,45,0,3,0,5,10988
7086361926,05/05/2016,2386,1253,149,14,24,0,3,1,2,8564
7086361926,06/05/2016,2924,834,154,35,84,0,3,1,4,12461
7086361926,07/05/2016,2739,621,209,42,20,0,5,2,1,12827
7086361926,08/05/2016,2534,695,147,27,32,0,3,2,2,10677
7086361926,09/05/2016,2960,743,171,50,67,0,3,2,4,13566
7086361926,10/05/2016,2800,1182,106,23,72,0,2,1,7,14433
7086361926,11/05/2016,2735,757,128,40,57,0,2,1,3,9572
7086361926,12/05/2016,1199,343,58,4,5,0,2,0,0,3789
8053475328,12/04/2016,3186,1193,123,8,116,0,2,0,12,18060
8053475328,13/04/2016,3140,1177,156,12,95,0,2,0,10,16433
8053475328,14/04/2016,3411,1123,193,5,119,0,3,0,12,20159
8053475328,15/04/2016,3410,1142,158,8,132,0,3,0,13,20669
8053475328,16/04/2016,2867,1255,83,6,96,0,1,0,9,14549
8053475328,17/04/2016,3213,1113,195,21,111,0,4,1,9,18827
8053475328,18/04/2016,3133,1137,195,6,102,0,3,0,9,17076
8053475328,19/04/2016,3114,1152,191,7,90,0,3,0,9,15929
8053475328,20/04/2016,3043,695,158,5,89,0,2,0,10,15108
8053475328,21/04/2016,3103,1164,170,6,100,0,3,0,10,16057
8053475328,22/04/2016,2655,1260,117,3,60,0,2,0,6,10520
8053475328,23/04/2016,3554,741,223,14,125,0,4,1,13,22359
8053475328,24/04/2016,3577,1096,182,33,129,0,3,2,13,22988
8053475328,25/04/2016,3403,1104,209,9,118,0,4,0,11,20500
8053475328,26/04/2016,2846,1182,185,5,68,0,3,0,6,12685
8053475328,27/04/2016,2852,1187,183,10,60,0,3,0,6,12422
8053475328,28/04/2016,3062,1188,153,9,90,0,2,0,10,15447
8053475328,29/04/2016,2794,1215,159,8,58,0,3,0,6,12315
8053475328,30/04/2016,2408,1281,131,1,27,0,3,0,3,7135
8053475328,01/05/2016,1886,1389,51,0,0,0,1,0,0,1170
8053475328,02/05/2016,1988,1345,95,0,0,0,1,0,0,1969
8053475328,03/05/2016,3023,1166,165,22,87,0,3,1,8,15484
8053475328,04/05/2016,2918,1220,123,8,89,0,2,0,9,14581
8053475328,05/05/2016,2950,1208,130,9,93,0,2,0,9,14990
8053475328,06/05/2016,2859,1245,90,15,90,0,1,1,9,13953
8053475328,07/05/2016,3331,1076,148,20,121,0,2,1,12,19769
8053475328,08/05/2016,3589,1073,228,14,125,0,4,1,13,22026
8053475328,09/05/2016,2765,1214,148,12,66,0,3,1,6,12465
8053475328,10/05/2016,2926,1219,115,10,96,0,2,0,9,14810
8053475328,11/05/2016,2809,1189,184,7,60,0,3,0,6,12209
8053475328,12/05/2016,1505,839,39,4,28,0,1,0,3,4998
8253242879,12/04/2016,2044,1244,154,2,40,0,2,0,5,9033
8253242879,13/04/2016,1935,1298,96,11,35,0,1,1,4,8053
8253242879,14/04/2016,1705,1362,33,16,29,0,1,1,2,5234
8253242879,15/04/2016,1632,1335,105,0,0,0,2,0,0,2672
